Date,Stops,Price,Duration,Departure-Time,Airline
2024-11-30,2,564.0,36.0,16:30,Other Airlines
2024-11-30,2,828.0,28.17,16:05,British Airways
2024-11-30,2,881.0,26.17,07:40,Other Airlines
2024-11-30,3,559.0,33.33,11:10,Other Airlines
2024-11-30,1,1124.0,23.17,20:50,Emirates
2024-11-30,1,1156.0,22.33,13:10,Qantas Airways
2024-11-30,3,559.0,33.33,11:10,Other Airlines
2024-11-30,1,1162.0,22.33,13:10,Emirates
2024-11-30,2,881.0,26.92,06:55,Other Airlines
2024-11-30,2,878.0,27.58,06:15,Other Airlines
2024-12-01,2,1303.0,27.0,07:55,Other Airlines
2024-12-01,2,764.0,26.83,16:40,Air France
2024-12-01,3,542.0,56.67,13:35,Other Airlines
2024-12-01,2,639.0,30.25,16:50,Turkish Airlines
2024-12-01,2,609.0,33.5,13:35,Other Airlines
2024-12-01,2,764.0,27.75,16:40,Air France
2024-12-01,2,629.0,33.67,13:35,Other Airlines
2024-12-01,1,1146.0,22.33,13:10,Qantas Airways
2024-12-01,1,1146.0,22.33,13:10,Emirates
2024-12-01,2,912.0,26.75,17:30,Other Airlines
2024-12-01,2,780.0,34.58,08:55,Air France
2024-12-01,1,1146.0,23.17,20:50,Qantas Airways
2024-12-01,1,1146.0,23.17,20:50,Emirates
2024-12-01,2,959.0,27.17,17:20,KLM
2024-12-01,2,910.0,30.5,16:50,Turkish Airlines
2024-12-01,2,790.0,37.5,06:00,Air France
2024-12-01,2,1003.0,26.17,17:20,KLM
2024-12-02,2,1264.0,27.0,07:55,Other Airlines
2024-12-02,2,764.0,26.83,16:40,Air France
2024-12-02,3,601.0,41.33,16:00,Other Airlines
2024-12-02,2,765.0,27.75,16:40,Air France
2024-12-02,2,904.0,27.92,18:40,SWISS
2024-12-02,2,983.0,25.75,18:40,SWISS
2024-12-02,1,1146.0,22.33,13:10,Qantas Airways
2024-12-02,1,1146.0,22.33,13:10,Emirates
2024-12-02,2,1013.0,25.5,18:30,Other Airlines
2024-12-02,1,1146.0,23.17,20:50,Qantas Airways
2024-12-02,1,1146.0,23.17,20:50,Emirates
2024-12-02,2,840.0,30.42,16:55,Turkish Airlines
2024-12-02,2,1002.0,26.08,17:25,KLM
2024-12-02,2,1018.0,26.0,18:40,SWISS
2024-12-02,3,938.0,26.75,17:25,KLM
2024-12-02,3,937.0,27.0,17:25,KLM
2024-12-02,2,1027.0,26.08,17:50,British Airways
2024-12-03,2,1264.0,27.0,07:55,Other Airlines
2024-12-03,2,764.0,26.83,16:40,Air France
2024-12-03,3,501.0,59.58,16:50,Other Airlines
2024-12-03,2,764.0,27.75,16:40,Air France
2024-12-03,2,904.0,25.58,18:40,SWISS
2024-12-03,2,849.0,27.75,16:40,Air France
2024-12-03,2,912.0,26.83,17:25,Other Airlines
2024-12-03,2,983.0,25.75,18:40,SWISS
2024-12-03,2,955.0,27.08,17:25,KLM
2024-12-03,2,1013.0,25.5,18:30,Other Airlines
2024-12-03,2,996.0,26.08,17:25,KLM
2024-12-03,3,938.0,26.75,17:25,KLM
2024-12-03,3,937.0,27.0,17:25,KLM
2024-12-03,1,1146.0,22.33,13:10,Qantas Airways
2024-12-03,1,1146.0,22.33,13:10,Emirates
2024-12-03,1,1146.0,23.17,20:50,Qantas Airways
2024-12-03,1,1146.0,23.17,20:50,Emirates
2024-12-04,2,1264.0,26.5,07:55,Other Airlines
2024-12-04,2,904.0,25.58,18:40,SWISS
2024-12-04,2,765.0,34.58,08:55,Air France
2024-12-04,1,1146.0,22.33,13:10,Qantas Airways
2024-12-04,1,1146.0,22.33,13:10,Emirates
2024-12-04,2,912.0,26.83,17:25,Other Airlines
2024-12-04,1,1146.0,23.17,20:50,Qantas Airways
2024-12-04,1,1146.0,23.17,20:50,Emirates
2024-12-04,2,1013.0,25.5,18:30,Other Airlines
2024-12-04,2,1002.0,26.08,17:25,KLM
2024-12-04,3,938.0,26.75,17:25,KLM
2024-12-04,2,994.0,26.83,16:40,Air France
2024-12-04,3,937.0,27.0,17:25,KLM
2024-12-04,2,1002.0,27.0,17:25,KLM
2024-12-04,2,994.0,27.75,16:40,Air France
2024-12-04,2,1097.0,25.17,10:20,Other Airlines
2024-12-04,2,1097.0,25.17,10:20,Other Airlines
2024-12-05,2,1384.0,26.25,07:55,Other Airlines
2024-12-05,2,904.0,25.58,18:40,SWISS
2024-12-05,2,850.0,40.75,16:50,Turkish Airlines
2024-12-05,1,1146.0,22.33,13:10,Qantas Airways
2024-12-05,1,1146.0,22.33,13:10,Emirates
2024-12-05,1,1146.0,23.17,20:50,Qantas Airways
2024-12-05,1,1146.0,23.17,20:50,Emirates
2024-12-05,2,1003.0,26.08,17:25,KLM
2024-12-05,2,959.0,27.08,17:25,KLM
2024-12-05,2,1081.0,25.42,18:05,Finnair
2024-12-05,2,1084.0,25.83,18:05,Finnair
2024-12-05,2,997.0,26.83,16:40,Air France
2024-12-05,2,1003.0,27.0,17:25,KLM
2024-12-05,3,940.0,26.75,17:25,KLM
2024-12-05,2,1081.0,26.33,18:05,Finnair
2024-12-05,3,939.0,27.0,17:25,KLM
2024-12-05,2,1003.0,28.0,17:25,KLM
2024-12-06,2,1484.0,30.25,14:10,Other Airlines
2024-12-06,1,1180.0,22.33,13:10,Qantas Airways
2024-12-06,2,544.0,51.58,19:50,Other Airlines
2024-12-06,2,1002.0,26.08,17:25,KLM
2024-12-06,1,1197.0,22.33,13:10,Emirates
2024-12-06,2,1002.0,27.0,17:25,KLM
2024-12-06,3,938.0,26.75,17:25,KLM
2024-12-06,2,865.0,38.67,16:50,Turkish Airlines
2024-12-06,3,937.0,27.0,17:25,KLM
2024-12-06,2,980.0,30.5,16:50,Turkish Airlines
2024-12-06,2,1081.0,25.42,18:05,Finnair
2024-12-06,1,1293.0,23.17,20:50,Qantas Airways
2024-12-06,1,1299.0,23.17,20:50,Emirates
2024-12-06,2,1002.0,30.08,13:25,KLM
2024-12-06,2,865.0,40.5,15:00,Turkish Airlines
2024-12-06,2,1081.0,26.33,18:05,Finnair
2024-12-06,2,1002.0,31.0,13:25,KLM
2024-12-07,2,1422.0,26.5,07:55,Other Airlines
2024-12-07,2,487.0,34.0,13:25,KLM
2024-12-07,2,983.0,25.75,18:40,SWISS
2024-12-07,3,938.0,26.83,17:20,KLM
2024-12-07,3,937.0,27.08,17:20,KLM
2024-12-07,2,1002.0,26.17,17:20,KLM
2024-12-07,2,1002.0,27.08,17:20,KLM
2024-12-07,2,906.0,30.42,16:55,Turkish Airlines
2024-12-07,2,1075.0,25.58,18:40,SWISS
2024-12-07,1,1197.0,22.33,13:10,Qantas Airways
2024-12-07,1,1197.0,22.33,13:10,Emirates
2024-12-07,3,938.0,30.75,13:25,KLM
2024-12-07,2,1098.0,27.17,17:20,KLM
2024-12-07,3,937.0,31.0,13:25,KLM
2024-12-07,2,1002.0,30.08,13:25,KLM
2024-12-07,2,1018.0,30.17,18:40,SWISS
2024-12-08,2,1337.0,26.25,07:55,Other Airlines
2024-12-08,2,637.0,33.5,13:35,Other Airlines
2024-12-08,3,535.0,44.25,13:35,Other Airlines
2024-12-08,2,905.0,26.83,16:40,Air France
2024-12-08,2,905.0,27.75,16:40,Air France
2024-12-08,1,1158.0,22.33,13:10,Qantas Airways
2024-12-08,2,653.0,33.67,13:35,Other Airlines
2024-12-08,2,904.0,27.92,18:40,SWISS
2024-12-08,1,1173.0,22.33,13:10,Emirates
2024-12-08,3,625.0,33.5,13:35,Other Airlines
2024-12-08,2,815.0,34.58,08:55,Air France
2024-12-08,2,682.0,33.75,13:20,Other Airlines
2024-12-08,2,810.0,33.92,16:40,Air France
2024-12-08,2,912.0,29.08,17:30,Other Airlines
2024-12-08,2,906.0,30.5,16:50,Turkish Airlines
2024-12-08,2,1018.0,26.0,18:40,SWISS
2024-12-08,2,983.0,25.75,18:40,SWISS
2024-12-09,2,765.0,34.58,08:55,Air France
2024-12-09,3,662.0,27.25,06:20,Other Airlines
2024-12-09,3,523.0,59.08,16:50,Other Airlines
2024-12-09,2,711.0,34.0,13:25,Other Airlines
2024-12-09,2,871.0,26.75,07:05,Other Airlines
2024-12-09,2,855.0,27.58,06:15,Other Airlines
2024-12-09,2,725.0,29.33,16:55,Turkish Airlines
2024-12-09,1,1136.0,22.33,13:10,Emirates
2024-12-09,2,905.0,26.83,16:40,Air France
2024-12-09,1,1158.0,22.33,13:10,Qantas Airways
2024-12-09,2,720.0,31.17,18:40,SWISS
2024-12-09,1,1147.0,22.33,13:10,Emirates
2024-12-09,2,900.0,26.92,06:55,Other Airlines
2024-12-09,2,754.0,34.58,08:55,Air France
2024-12-09,3,700.0,33.25,14:10,Other Airlines
2024-12-09,2,905.0,27.75,16:40,Air France
2024-12-09,2,939.0,26.92,06:40,Other Airlines
2024-12-10,2,1345.0,27.25,07:55,Other Airlines
2024-12-10,1,1191.0,22.33,13:10,Qantas Airways
2024-12-10,3,771.0,82.33,12:55,SWISS
2024-12-10,1,1206.0,22.33,13:10,Emirates
2024-12-10,2,983.0,26.08,17:25,KLM
2024-12-10,2,994.0,26.83,16:40,Air France
2024-12-10,2,1081.0,25.42,18:05,Finnair
2024-12-10,3,938.0,26.75,17:25,KLM
2024-12-10,2,1002.0,27.0,17:25,KLM
2024-12-10,3,937.0,27.0,17:25,KLM
2024-12-10,2,1088.0,25.0,08:25,Etihad Airways
2024-12-10,2,994.0,27.75,16:40,Air France
2024-12-10,2,1081.0,26.33,18:05,Finnair
2024-12-10,2,1107.0,25.0,08:25,Etihad Airways
2024-12-10,2,1088.0,26.5,08:25,Etihad Airways
2024-12-10,2,1189.0,25.5,10:00,Other Airlines
2024-12-10,2,1189.0,25.5,10:00,Other Airlines
2024-12-11,3,1003.0,26.75,17:25,KLM
2024-12-11,3,603.0,55.17,16:50,Other Airlines
2024-12-11,3,1002.0,27.0,17:25,KLM
2024-12-11,1,1309.0,22.33,13:10,Qantas Airways
2024-12-11,1,1309.0,22.33,13:10,Emirates
2024-12-11,2,1114.0,26.83,16:40,Air France
2024-12-11,3,938.0,30.75,13:25,KLM
2024-12-11,2,1246.0,24.25,18:40,SWISS
2024-12-11,3,937.0,31.0,13:25,KLM
2024-12-11,2,1114.0,27.75,16:40,Air France
2024-12-11,2,1169.0,27.0,17:25,KLM
2024-12-11,2,1258.0,24.92,18:00,Other Airlines
2024-12-11,2,1246.0,26.0,18:40,SWISS
2024-12-11,2,1265.0,25.5,17:25,Other Airlines
2024-12-11,2,1111.0,29.75,16:55,Turkish Airlines
2024-12-11,2,1289.0,26.08,17:25,KLM
2024-12-12,3,1002.0,31.0,13:25,KLM
2024-12-12,3,576.0,34.42,11:50,Other Airlines
2024-12-12,2,731.0,36.67,06:50,Other Airlines
2024-12-12,2,900.0,31.83,18:00,Other Airlines
2024-12-12,1,1367.0,23.17,20:50,Emirates
2024-12-12,2,1098.0,29.83,16:50,Turkish Airlines
2024-12-12,1,1389.0,23.17,20:50,Qantas Airways
2024-12-12,2,923.0,31.83,13:20,Other Airlines
2024-12-12,3,809.0,31.67,11:50,Other Airlines
2024-12-12,3,906.0,28.25,18:00,Other Airlines
2024-12-12,3,1080.0,26.75,17:25,KLM
2024-12-12,2,1099.0,32.0,14:40,Turkish Airlines
2024-12-12,3,744.0,36.67,06:50,Other Airlines
2024-12-12,3,1079.0,27.0,17:25,KLM
2024-12-12,1,1411.0,23.17,20:50,Emirates
2024-12-12,2,1145.0,30.08,13:25,KLM
2024-12-13,2,1762.0,30.25,14:10,Other Airlines
2024-12-13,3,557.0,52.67,19:50,Other Airlines
2024-12-13,2,1231.0,38.67,16:50,Turkish Airlines
2024-12-13,1,1735.0,22.33,13:10,Qantas Airways
2024-12-13,1,1735.0,22.33,13:10,Emirates
2024-12-13,2,1231.0,40.5,15:00,Turkish Airlines
2024-12-13,3,617.0,47.67,19:50,Other Airlines
2024-12-13,2,1395.0,28.08,07:25,Other Airlines
2024-12-13,3,622.0,49.25,19:50,Other Airlines
2024-12-13,2,1496.0,30.5,16:50,Turkish Airlines
2024-12-13,1,1775.0,23.17,20:50,Qantas Airways
2024-12-13,2,1439.0,36.0,08:25,Etihad Airways
2024-12-13,3,617.0,51.17,19:50,Other Airlines
2024-12-13,2,1522.0,29.83,16:50,Turkish Airlines
2024-12-13,1,1768.0,23.17,20:50,Emirates
2024-12-13,2,1496.0,32.33,15:00,Turkish Airlines
2024-12-14,2,1664.0,26.25,07:55,Other Airlines
2024-12-14,3,683.0,36.92,06:55,Other Airlines
2024-12-14,3,654.0,58.42,18:00,Other Airlines
2024-12-14,2,934.0,33.83,13:25,KLM
2024-12-14,1,1720.0,23.17,20:50,Qantas Airways
2024-12-14,2,943.0,33.67,13:25,KLM
2024-12-14,2,1057.0,30.0,17:15,Other Airlines
2024-12-14,2,1069.0,29.83,17:15,Other Airlines
2024-12-14,1,1720.0,23.17,20:50,Emirates
2024-12-14,1,1523.0,34.75,20:50,Qantas Airways
2024-12-14,2,1584.0,26.25,07:55,Other Airlines
2024-12-14,2,1121.0,31.75,13:25,KLM
2024-12-14,1,1883.0,22.33,13:10,Qantas Airways
2024-12-14,1,1883.0,22.33,13:10,Emirates
2024-12-14,2,1587.0,27.25,07:55,Other Airlines
2024-12-14,3,1016.0,39.83,06:50,Other Airlines
2024-12-14,2,1483.0,37.33,09:45,Finnair
2024-12-15,1,1711.0,22.33,13:10,Qantas Airways
2024-12-15,2,1664.0,26.25,07:55,Other Airlines
2024-12-15,1,1711.0,23.17,20:50,Qantas Airways
2024-12-15,2,1928.0,24.25,18:40,SWISS
2024-12-15,2,1930.0,24.92,18:00,Other Airlines
2024-12-15,2,1664.0,27.25,07:55,Other Airlines
2024-12-15,2,1762.0,26.5,07:55,Other Airlines
2024-12-15,2,1928.0,26.0,18:40,SWISS
2024-12-15,2,1936.0,25.42,17:30,Other Airlines
2024-12-15,2,1989.0,25.58,18:40,SWISS
2024-12-15,2,1941.0,26.83,16:40,Air France
2024-12-15,1,1711.0,30.83,13:10,Qantas Airways
2024-12-15,2,1997.0,26.75,17:30,Other Airlines
2024-12-15,2,1693.0,30.5,16:50,Turkish Airlines
2024-12-15,2,1912.0,27.5,07:55,Other Airlines
2024-12-16,2,1625.0,27.25,07:55,Other Airlines
2024-12-16,3,644.0,37.25,13:20,Other Airlines
2024-12-16,3,552.0,59.08,16:50,Other Airlines
2024-12-16,2,1008.0,34.0,13:25,Other Airlines
2024-12-16,3,724.0,33.08,13:20,Other Airlines
2024-12-16,3,707.0,34.08,13:20,Other Airlines
2024-12-16,3,733.0,33.08,13:20,Other Airlines
2024-12-16,2,1384.0,25.33,06:15,Other Airlines
2024-12-16,3,660.0,36.92,13:20,Other Airlines
2024-12-16,3,736.0,33.08,13:20,Other Airlines
2024-12-16,2,1315.0,28.08,17:15,Other Airlines
2024-12-16,2,1151.0,28.17,16:55,Turkish Airlines
2024-12-16,3,670.0,36.83,06:40,Other Airlines
2024-12-16,1,1683.0,22.33,13:10,Emirates
2024-12-16,1,1695.0,22.33,13:10,Qantas Airways
2024-12-16,1,1695.0,22.33,13:10,Emirates
2024-12-16,1,1419.0,35.5,08:25,Etihad Airways
2024-12-17,2,1625.0,27.25,07:55,Other Airlines
2024-12-17,1,1695.0,23.17,20:50,Qantas Airways
2024-12-17,2,1458.0,38.67,16:50,Turkish Airlines
2024-12-17,2,1570.0,27.25,07:55,Other Airlines
2024-12-17,1,1695.0,23.17,20:50,Emirates
2024-12-17,1,1619.0,34.75,20:50,Qantas Airways
2024-12-17,1,1858.0,22.33,13:10,Emirates
2024-12-17,1,1858.0,22.33,13:10,Qantas Airways
2024-12-17,1,1695.0,30.83,13:10,Qantas Airways
2024-12-17,1,1695.0,30.83,13:10,Emirates
2024-12-17,1,1665.0,34.75,20:50,Emirates
2024-12-17,2,1609.0,36.0,08:25,Etihad Airways
2024-12-17,2,1723.0,26.58,20:50,Qantas Airways
2024-12-17,2,1689.0,30.5,16:50,Turkish Airlines
2024-12-17,2,1808.0,27.5,07:55,Other Airlines
2024-12-17,2,1826.0,25.17,10:20,Other Airlines
2024-12-17,2,1826.0,25.17,10:20,Other Airlines
2024-12-18,2,1009.0,34.0,13:25,Other Airlines
2024-12-18,1,1560.0,23.17,08:25,Etihad Airways
2024-12-18,2,1384.0,25.33,06:15,Other Airlines
2024-12-18,2,1384.0,25.5,10:00,Other Airlines
2024-12-18,2,1043.0,36.67,06:50,Other Airlines
2024-12-18,2,1441.0,28.08,17:15,Other Airlines
2024-12-18,2,1446.0,29.25,06:15,Other Airlines
2024-12-18,1,1963.0,23.17,20:50,Emirates
2024-12-18,1,1928.0,23.92,07:55,Other Airlines
2024-12-18,1,1985.0,23.17,20:50,Qantas Airways
2024-12-18,2,1450.0,32.0,13:20,Other Airlines
2024-12-18,2,1436.0,33.67,15:30,Other Airlines
2024-12-18,1,2024.0,23.17,20:50,Emirates
2024-12-18,1,1670.0,35.5,08:25,Etihad Airways
2024-12-18,2,1600.0,28.17,06:40,Other Airlines
2024-12-19,2,2034.0,30.25,14:10,Other Airlines
2024-12-19,2,965.0,31.83,13:20,Other Airlines
2024-12-19,2,994.0,31.75,13:25,KLM
2024-12-19,2,1461.0,25.33,06:15,Other Airlines
2024-12-19,2,979.0,35.17,10:00,Other Airlines
2024-12-19,1,1964.0,23.92,07:55,Other Airlines
2024-12-19,2,1378.0,29.83,17:25,KLM
2024-12-19,3,1124.0,31.67,11:50,Other Airlines
2024-12-19,3,1054.0,35.08,08:25,Etihad Airways
2024-12-19,1,2219.0,22.33,13:10,Emirates
2024-12-19,1,2241.0,22.33,13:10,Qantas Airways
2024-12-19,2,1295.0,33.33,11:50,Other Airlines
2024-12-19,2,1833.0,26.42,16:50,Turkish Airlines
2024-12-19,2,1503.0,36.42,16:30,Other Airlines
2024-12-19,1,2230.0,22.33,13:10,Emirates
2024-12-19,3,1129.0,33.92,11:15,Other Airlines
2024-12-20,2,2667.0,30.25,14:10,Other Airlines
2024-12-20,2,1703.0,33.17,16:00,British Airways
2024-12-20,3,1135.0,81.75,18:40,SWISS
2024-12-20,1,2313.0,22.33,13:10,Qantas Airways
2024-12-20,1,2313.0,22.33,13:10,Emirates
2024-12-20,2,1912.0,29.83,16:50,Turkish Airlines
2024-12-20,2,1702.0,38.0,11:10,British Airways
2024-12-20,2,1911.0,31.67,15:00,Turkish Airlines
2024-12-20,1,2313.0,30.83,13:10,Qantas Airways
2024-12-20,2,1700.0,40.25,08:55,British Airways
2024-12-20,2,1914.0,35.75,10:55,Turkish Airlines
2024-12-20,2,1697.0,42.17,07:00,British Airways
2024-12-20,1,2313.0,30.83,13:10,Emirates
2024-12-20,1,3023.0,22.33,13:10,Qantas Airways
2024-12-20,2,1962.0,36.0,08:25,Etihad Airways
2024-12-20,2,2126.0,33.92,13:25,KLM
2024-12-20,2,2306.0,30.33,13:10,Emirates
2024-12-21,2,2216.0,25.75,08:25,Etihad Airways
2024-12-21,2,2389.0,28.33,16:05,British Airways
2024-12-21,2,2489.0,27.92,16:30,Other Airlines
2024-12-21,2,2661.0,26.08,17:50,British Airways
2024-12-21,2,2659.0,26.58,17:50,British Airways
2024-12-21,2,2454.0,28.92,15:30,Other Airlines
2024-12-21,2,2340.0,30.33,13:10,Emirates
2024-12-21,2,2661.0,27.42,16:30,British Airways
2024-12-21,2,2817.0,25.0,08:25,Etihad Airways
2024-12-21,2,2661.0,27.83,16:05,British Airways
2024-12-21,2,2661.0,27.83,16:05,British Airways
2024-12-21,2,2659.0,27.92,16:30,British Airways
2024-12-21,2,2864.0,26.0,18:40,SWISS
2024-12-21,2,2817.0,25.5,08:25,Etihad Airways
2024-12-21,2,2659.0,28.33,16:05,British Airways
2024-12-22,1,2311.0,22.33,13:10,Qantas Airways
2024-12-22,2,1693.0,30.5,16:50,Turkish Airlines
2024-12-22,1,2311.0,23.17,20:50,Qantas Airways
2024-12-22,2,1921.0,26.25,07:55,Other Airlines
2024-12-22,2,1921.0,27.25,07:55,Other Airlines
2024-12-22,2,2022.0,27.92,16:30,Other Airlines
2024-12-22,2,2216.0,25.0,08:25,Etihad Airways
2024-12-22,2,2216.0,25.5,08:25,Etihad Airways
2024-12-22,2,2136.0,27.17,17:20,KLM
2024-12-22,2,2022.0,28.92,15:30,Other Airlines
2024-12-22,2,2216.0,26.0,08:25,Etihad Airways
2024-12-22,2,2197.0,26.5,07:55,Other Airlines
2024-12-22,2,2216.0,26.5,08:25,Etihad Airways
2024-12-22,2,2197.0,27.0,07:55,Other Airlines
2024-12-22,2,2419.0,25.58,18:40,SWISS
2024-12-23,2,1022.0,33.17,16:00,British Airways
2024-12-23,2,986.0,27.67,20:50,Emirates
2024-12-23,2,975.0,41.5,07:40,Other Airlines
2024-12-23,1,1444.0,23.17,20:50,Emirates
2024-12-23,2,1111.0,26.0,20:50,Emirates
2024-12-23,2,986.0,33.67,15:30,Other Airlines
2024-12-23,2,1227.0,27.92,16:00,British Airways
2024-12-23,1,1467.0,23.17,20:50,Qantas Airways
2024-12-23,2,986.0,34.92,14:15,Other Airlines
2024-12-23,2,1012.0,33.17,16:00,British Airways
2024-12-23,2,1164.0,32.67,12:30,Other Airlines
2024-12-23,1,1501.0,23.17,08:25,Etihad Airways
2024-12-23,1,1491.0,23.17,20:50,Emirates
2024-12-23,2,1334.0,25.17,10:20,Other Airlines
2024-12-23,2,1334.0,25.17,10:20,Other Airlines
2024-12-23,2,1025.0,37.08,12:05,Other Airlines
2024-12-23,2,1381.0,25.17,10:20,Other Airlines
2024-12-24,2,1206.0,29.75,14:15,Other Airlines
2024-12-24,1,1250.0,23.17,20:50,Emirates
2024-12-24,3,658.0,54.17,13:20,Other Airlines
2024-12-24,2,1002.0,31.83,13:20,Other Airlines
2024-12-24,1,1272.0,23.17,20:50,Qantas Airways
2024-12-24,1,1260.0,23.92,07:55,Other Airlines
2024-12-24,2,1011.0,31.42,12:05,Other Airlines
2024-12-24,2,1108.0,26.42,06:55,Other Airlines
2024-12-24,2,1043.0,30.17,13:20,British Airways
2024-12-24,1,1360.0,22.33,13:10,Emirates
2024-12-24,1,1379.0,22.33,13:10,Emirates
2024-12-24,1,1290.0,23.17,20:50,Emirates
2024-12-24,2,1182.0,29.25,14:15,Other Airlines
2024-12-24,1,1392.0,22.33,13:10,Qantas Airways
2024-12-24,2,1110.0,29.25,14:15,Other Airlines
2024-12-24,1,1264.0,34.75,20:50,Emirates
2024-12-24,2,1192.0,26.0,20:50,Emirates
2024-12-25,2,2367.0,33.17,10:40,Other Airlines
2024-12-25,2,2367.0,36.67,07:10,Other Airlines
2024-12-25,2,2367.0,57.17,10:40,Other Airlines
2024-12-25,2,2367.0,60.67,07:10,Other Airlines
2024-12-25,2,2927.0,57.17,10:40,Other Airlines
2024-12-26,2,1667.0,54.5,16:50,Turkish Airlines
2024-12-26,2,1511.0,25.17,10:20,Other Airlines
2024-12-26,2,1511.0,25.17,10:20,Other Airlines
2024-12-26,1,1925.0,22.33,13:10,Emirates
2024-12-26,1,1925.0,22.33,13:10,Qantas Airways
2024-12-26,2,1669.0,25.75,08:25,Etihad Airways
2024-12-26,2,1590.0,25.5,10:00,Other Airlines
2024-12-26,1,1925.0,23.17,20:50,Qantas Airways
2024-12-26,2,1590.0,25.5,10:00,Other Airlines
2024-12-26,1,1925.0,23.17,20:50,Emirates
2024-12-26,2,1787.0,25.0,08:25,Etihad Airways
2024-12-26,1,1925.0,30.83,13:10,Emirates
2024-12-26,1,1925.0,30.83,13:10,Qantas Airways
2024-12-26,2,1680.0,36.83,09:45,Finnair
2024-12-26,2,1787.0,25.5,08:25,Etihad Airways
2024-12-26,2,1677.0,37.33,09:45,Finnair
2024-12-27,2,2791.0,26.83,16:40,Air France
2024-12-27,2,2966.0,26.08,17:25,KLM
2024-12-27,2,2966.0,27.0,17:25,KLM
2024-12-27,2,2966.0,28.0,17:25,KLM
2024-12-27,3,2967.0,26.75,17:25,KLM
2024-12-27,3,2966.0,27.0,17:25,KLM
2024-12-27,2,4102.0,26.5,17:25,KLM
2024-12-28,2,2301.0,26.25,07:55,Other Airlines
2024-12-28,2,1202.0,30.08,13:25,KLM
2024-12-28,3,1184.0,48.83,18:40,SWISS
2024-12-28,2,1201.0,31.75,13:25,KLM
2024-12-28,1,1869.0,23.17,20:50,Emirates
2024-12-28,1,1917.0,23.17,20:50,Qantas Airways
2024-12-28,1,1619.0,34.75,20:50,Emirates
2024-12-28,2,1683.0,25.75,08:25,Etihad Airways
2024-12-28,1,1630.0,34.75,20:50,Qantas Airways
2024-12-28,2,1542.0,30.42,16:55,Turkish Airlines
2024-12-28,2,1534.0,35.25,20:35,British Airways
2024-12-28,1,2180.0,22.33,13:10,Emirates
2024-12-28,1,2180.0,22.33,13:10,Qantas Airways
2024-12-28,2,1959.0,25.0,08:25,Etihad Airways
2024-12-28,2,1959.0,25.5,08:25,Etihad Airways
2024-12-28,2,1652.0,36.42,10:55,Turkish Airlines
2024-12-28,2,1959.0,26.0,08:25,Etihad Airways
2024-12-29,2,1757.0,27.25,07:55,Other Airlines
2024-12-29,2,1527.0,28.08,15:50,British Airways
2024-12-29,3,975.0,57.83,18:40,SWISS
2024-12-29,1,1892.0,22.33,13:10,Qantas Airways
2024-12-29,2,1231.0,40.83,14:40,Turkish Airlines
2024-12-29,1,1892.0,22.33,13:10,Emirates
2024-12-29,1,1892.0,23.17,20:50,Qantas Airways
2024-12-29,1,1892.0,23.17,20:50,Emirates
2024-12-29,2,1674.0,27.25,07:55,Other Airlines
2024-12-29,2,1440.0,38.67,16:50,Turkish Airlines
2024-12-29,1,1892.0,30.83,13:10,Qantas Airways
2024-12-29,1,1892.0,30.83,13:10,Emirates
2024-12-29,2,1677.0,37.33,09:45,Finnair
2024-12-29,2,1868.0,25.42,18:30,British Airways
2024-12-29,2,1685.0,36.0,08:25,Etihad Airways
2024-12-29,2,1802.0,30.5,16:50,Turkish Airlines
2024-12-29,2,1911.0,25.58,18:40,SWISS
2024-12-30,1,1577.0,22.33,13:10,Qantas Airways
2024-12-30,2,1329.0,34.83,09:45,Finnair
2024-12-30,1,1743.0,23.17,20:50,Qantas Airways
2024-12-30,2,1546.0,26.08,17:50,British Airways
2024-12-30,2,1442.0,27.92,16:00,British Airways
2024-12-30,2,1484.0,27.92,16:00,British Airways
2024-12-30,2,1472.0,28.42,15:30,British Airways
2024-12-30,2,1928.0,24.25,18:40,SWISS
2024-12-30,2,1450.0,29.75,16:55,Turkish Airlines
2024-12-30,2,1472.0,29.67,14:15,British Airways
2024-12-30,2,1930.0,24.92,18:00,Other Airlines
2024-12-30,2,1718.0,27.25,07:55,Other Airlines
2024-12-30,2,1822.0,26.83,16:40,Air France
2024-12-30,2,1989.0,25.58,18:40,SWISS
2024-12-30,2,1997.0,26.08,17:25,KLM
2024-12-30,2,1472.0,31.83,12:05,British Airways
2024-12-31,1,1815.0,23.92,07:55,Other Airlines
2024-12-31,1,1433.0,23.17,20:50,Emirates
2024-12-31,3,636.0,52.67,06:15,Other Airlines
2024-12-31,2,1271.0,26.25,17:15,Other Airlines
2024-12-31,2,870.0,32.33,11:10,Other Airlines
2024-12-31,1,1479.0,23.17,20:50,Qantas Airways
2024-12-31,2,874.0,32.33,11:10,Other Airlines
2024-12-31,2,874.0,32.33,11:10,Other Airlines
2024-12-31,2,1271.0,27.17,17:15,Other Airlines
2024-12-31,2,1261.0,27.58,06:15,Other Airlines
2024-12-31,1,1479.0,23.17,20:50,Emirates
2024-12-31,2,916.0,32.33,11:10,Other Airlines
2024-12-31,1,1622.0,22.33,13:10,Emirates
2024-12-31,2,979.0,32.33,11:10,Other Airlines
2024-12-31,2,983.0,32.33,11:10,Other Airlines
2024-12-31,1,1644.0,22.33,13:10,Qantas Airways
